0.18612, 0.686836, 0.227755, 1.13181, 0, 0.001, 127
0.0966939, 0.75013, 0.268991, 1.13761, 5, 0.001, 148
0.175074, 0.700938, 0.234374, 1.1405, 3, 0.001, 137
0.180311, 0.692674, 0.230748, 1.13375, 0, 0.001, 126
0.178399, 0.695874, 0.233013, 1.13469, 4, 0.001, 132
0.136, 0.725618, 0.250653, 1.13304, 2, 0.001, 130
0.109885, 0.737345, 0.262371, 1.12665, 4, 0.001, 145
0.215054, 0.659019, 0.212152, 1.12647, 0, 0.001, 134
0.180561, 0.691917, 0.232584, 1.13081, 3, 0.001, 132
0.146515, 0.72126, 0.247747, 1.13696, 4, 0.001, 139
0.134615, 0.727206, 0.252726, 1.133, 4, 0.001, 147
0.179408, 0.696191, 0.233163, 1.13452, 2, 0.001, 133
0.135133, 0.726482, 0.25333, 1.13298, 4, 0.001, 139
0.137175, 0.722225, 0.251697, 1.12961, 2, 0.001, 134
0.156903, 0.710371, 0.242453, 1.12899, 4, 0.001, 153
0.153209, 0.708242, 0.244908, 1.12949, 2, 0.001, 134
0.166048, 0.707385, 0.239928, 1.13527, 1, 0.001, 143
0.180835, 0.691521, 0.230385, 1.13141, 4, 0.001, 132
0.162488, 0.706023, 0.238167, 1.13236, 0, 0.001, 136
0.244214, 0.630409, 0.197449, 1.13884, 1, 0.001, 127
0.186676, 0.686878, 0.227135, 1.13092, 0, 0.001, 136
0.196379, 0.680094, 0.223163, 1.13696, 5, 0.001, 132
0.134661, 0.723152, 0.250865, 1.12573, 5, 0.001, 141
0.333861, 0.512312, 0.143694, 1.14876, 2, 0.001, 153
0.160451, 0.707924, 0.239436, 1.13194, 2, 0.001, 130
0.178606, 0.693442, 0.232938, 1.13512, 3, 0.001, 123
0.165401, 0.705527, 0.238314, 1.13497, 4, 0.001, 143
0.197919, 0.672386, 0.221818, 1.12518, 0, 0.001, 124
0.220126, 0.652881, 0.209231, 1.12609, 3, 0.001, 130
0.199346, 0.685124, 0.224417, 1.14951, 0, 0.001, 123
0.1689, 0.703594, 0.238168, 1.13507, 1, 0.001, 131
0.187083, 0.684187, 0.226933, 1.12676, 5, 0.001, 132
0.196266, 0.678826, 0.222555, 1.13222, 3, 0.001, 132
0.0104213, 0.598794, 0.341468, 0.737796, 4, 0.0688881, 601
0.434574, 0.310906, 0.0763623, 1.12968, 2, 0.001, 208
0.28089, 0.57864, 0.17446, 1.1261, 1, 0.001, 323
0.149574, 0.714198, 0.2469, 1.13046, 0, 0.001, 138
0.151029, 0.711494, 0.243489, 1.12607, 0, 0.001, 130
0.182436, 0.691614, 0.23009, 1.13495, 5, 0.001, 138
0.114147, 0.738115, 0.261324, 1.12686, 5, 0.001, 162
0.0191446, 0.78177, 0.296663, 1.14116, 1, 0.001, 229
0.321704, 0.52081, 0.146427, 1.12712, 5, 0.001, 143
0.373864, 0.435454, 0.11566, 1.13792, 5, 0.001, 152
0.253668, 0.63366, 0.19588, 1.15986, 3, 0.001, 122
0.271993, 0.596454, 0.180303, 1.13147, 2, 0.001, 118
0.0394241, 0.058375, -0.371271, 1.12647, 3, 0.001, 177
0.277442, 0.0300049, 0.478437, 0.169632, 0, 0.430023, 566
0.0289345, 0.768702, 0.294817, 1.12821, 5, 0.001, 147
0.00892161, 0.783263, 0.301227, 1.14126, 2, 0.001, 159
0.0356057, 0.686243, 0.299664, 0.923834, 2, 0.0343777, 601
0.0231307, 0.776643, 0.296006, 1.13062, 2, 0.001, 170
0.00925751, 0.535606, 0.388048, 0.650219, 0, 0.103803, 601
0.33914, 0.488196, 0.133604, 1.135, 0, 0.001, 125
0.484341, 0.214529, 0.0551967, 1.13325, 1, 0.001, 163
0.123068, 0.63277, 0.245316, 0.896009, 5, 0.0386724, 601
0.00768943, 0.777093, 0.301503, 1.13211, 4, 0.001, 212
0.268427, 0.601035, 0.182671, 1.13664, 4, 0.001, 137
0.00610869, 0.528592, 0.398167, 0.637631, 5, 0.109714, 601
0.253287, 0.627741, 0.19532, 1.14422, 4, 0.001, 130
0.0268115, 0.666803, 0.307206, 0.869441, 1, 0.0411023, 601
0.239781, 0.631982, 0.198969, 1.12765, 4, 0.001, 306
0.22148, 0.667654, 0.213048, 1.15754, 5, 0.001, 126
0.00473283, 0.700011, 0.311976, 0.949664, 1, 0.0320285, 601
0.00683676, 0.689737, 0.312638, 0.925353, 1, 0.0350114, 601
0.272167, 0.593113, 0.179981, 1.12564, 0, 0.001, 129
