46.6461, 95.4549, -40.3929, 0.140351, 0.520246
46.646, 110.426, -67.596, 0.218279, 0.227198
46.6459, 126.329, -79.6851, 0.401829, 0.096189
46.6459, 142.097, -82.0716, 0.611409, 0.0665485
46.6459, 128.47, -80.4282, 0.433753, 0.0879012
46.6459, 112.709, -70.4587, 0.241343, 0.196165
46.6459, 97.071, -44.8884, 0.136192, 0.473934
46.6459, 96.6586, -43.592, 0.137727, 0.487237
46.6459, 97.02, -44.7026, 0.137894, 0.475543
46.6459, 98.9933, -47.6425, 0.143714, 0.443584
46.6459, 108.696, -64.9262, 0.20184, 0.256105
46.6459, 124.547, -78.9527, 0.378941, 0.104142
46.6459, 140.352, -82.0696, 0.587808, 0.0673977
46.6459, 147.963, -81.6297, 0.696924, 0.0670765
46.6459, 147.234, -81.7243, 0.680601, 0.0669188
46.6459, 138.031, -81.9373, 0.561936, 0.0694486
46.6459, 122.27, -77.886, 0.351089, 0.115697
46.6459, 106.595, -62.5642, 0.185182, 0.282262
46.6459, 93.508, -37.5612, 0.139228, 0.550205
46.6459, 93.8985, -38.5121, 0.135933, 0.540982
46.6459, 100.773, -51.3489, 0.150466, 0.403609
46.6459, 116.564, -74.019, 0.282575, 0.157496
46.6459, 132.41, -81.3279, 0.481421, 0.0778012
46.6459, 146.603, -81.7978, 0.679514, 0.0663641
46.6459, 146.07, -81.8089, 0.666093, 0.0667635
46.6459, 145.503, -81.8483, 0.657113, 0.0667676
46.6459, 130.746, -80.9812, 0.461609, 0.0817056
46.6459, 115.015, -72.7401, 0.265787, 0.171388
46.6459, 102.848, -54.9299, 0.158794, 0.364917
46.6459, 103.613, -57.3798, 0.165276, 0.338485
46.6459, 104.324, -58.7709, 0.170132, 0.323377
46.6459, 104.626, -59.2627, 0.172163, 0.318007
46.6459, 104.767, -59.4903, 0.173121, 0.315522
46.6459, 104.835, -59.5986, 0.17358, 0.314339
46.6459, 104.867, -59.6501, 0.1738, 0.313778
46.6459, 104.882, -59.6745, 0.173904, 0.313511
46.6459, 104.889, -59.6861, 0.173954, 0.313384
46.6459, 104.893, -59.6916, 0.173977, 0.313324
46.6459, 104.894, -59.6943, 0.173989, 0.313296
46.6459, 104.895, -59.6955, 0.173994, 0.313282
