0.18612, 0.686836, 0.227755, 1.13181, 0, 0.001, 127
0.0966939, 0.75013, 0.268991, 1.13761, 5, 0.001, 148
0.175074, 0.700938, 0.234374, 1.1405, 3, 0.001, 137
0.180311, 0.692674, 0.230748, 1.13375, 0, 0.001, 126
0.251247, 0.630974, 0.196447, 1.14761, 4, 0.001, 355
0.116247, 0.744629, 0.262524, 1.14848, 0, 0.001, 147
0.301688, 0.55251, 0.161801, 1.12742, 1, 0.001, 143
0.0273385, 0.664766, 0.303624, 0.87673, 4, 0.561641, 601
0.257664, 0.614052, 0.188928, 1.13733, 2, 0.001, 152
0.0198084, 0.773426, 0.297924, 1.12566, 5, 0.001, 139
0.583312, 0.0349704, 0.0364235, 1.16631, 3, 0.001, 231
0.0217085, 0.773371, 0.298204, 1.13044, 1, 0.001, 136
0.246135, 0.631869, 0.196901, 1.14223, 2, 0.001, 156
0.250653, 0.435414, 0.151611, 0.722535, 2, 0.638734, 601
0.00717967, 0.405531, -0.490888, 0.619018, 5, 0.690502, 601
0.322532, 0.531199, 0.149921, 1.152, 1, 0.001, 123
0.424734, 0.332124, 0.0826717, 1.12716, 0, 0.001, 160
0.245412, 0.632353, 0.19729, 1.13793, 0, 0.001, 122
0.346221, 0.480611, 0.131511, 1.13556, 0, 0.001, 134
0.14429, 0.718343, 0.249354, 1.12744, 0, 0.001, 183
0.0244014, 0.77483, 0.296482, 1.13308, 5, 0.001, 386
0.0401025, 0.5962, 0.320811, 0.727185, 4, 0.636413, 601
0.00553212, 0.783226, 0.302018, 1.14098, 3, 0.001, 185
0.00859333, 0.423511, 0.485489, 0.590439, 0, 0.704791, 601
0.329283, 0.509118, 0.143075, 1.13169, 0, 0.001, 133
0.00495879, 0.778383, 0.302482, 1.13038, 0, 0.001, 160
0.21177, 0.662127, 0.213998, 1.13136, 2, 0.001, 132
0.368285, 0.438962, 0.115553, 1.12732, 3, 0.001, 148
0.00654391, 0.413802, 0.496602, 0.59945, 2, 0.700286, 601
0.0258385, 0.77909, 0.294082, 1.14084, 2, 0.001, 166
0.334048, 0.0614673, 0.197416, 0.17079, 1, 0.914606, 229
0.274565, 0.592683, 0.179218, 1.13424, 4, 0.001, 134
0.26685, 0.596591, 0.182267, 1.1275, 2, 0.001, 114
0.252281, 0.631219, 0.196978, 1.14631, 3, 0.001, 132
0.267653, 0.600652, 0.184242, 1.12573, 5, 0.001, 126
0.262331, 0.607539, 0.184652, 1.13614, 4, 0.001, 118
0.282574, 0.578653, 0.172261, 1.13858, 4, 0.001, 117
0.224498, 0.652248, 0.210082, 1.12738, 5, 0.001, 125
0.286377, 0.589858, 0.175418, 1.15961, 1, 0.001, 117
0.271496, 0.608935, 0.184486, 1.15372, 5, 0.001, 122
0.270289, 0.603048, 0.181723, 1.14402, 4, 0.001, 113
0.29532, 0.570375, 0.168319, 1.15237, 3, 0.001, 115
0.259649, 0.607392, 0.18333, 1.13184, 5, 0.001, 118
0.27415, 0.590756, 0.177713, 1.13033, 5, 0.001, 117
0.272959, 0.596201, 0.181115, 1.13111, 5, 0.001, 129
0.263024, 0.605787, 0.185006, 1.12843, 5, 0.001, 115
0.270668, 0.60974, 0.185118, 1.15226, 5, 0.001, 125
