0.1984, 0.449249, 0.007874, 0.464601, 0.593285, 0.0502292, 501
0.1984, 0.376722, 0.271086, 0.136966, 0.631917, 0.3119, 501
0.1984, 0.827131, 0.828544, 0.320146, 2.02499, 0.000238591, 501
0.1984, 0.52134, 0.00973225, 0.400441, 0.629158, 0.143496, 501
0.1984, 0.465146, 0.826946, 0.234514, 2.51329, -2.07371e-05, 501
0.1984, 0.527428, 0.832704, 0.252816, 2.47987, 2.90785e-06, 501
0.1984, 0.011957, 0.823123, 0.115126, 2.16856, 0.000518063, 501
0.1984, 0.00805874, 0.81362, 0.10853, 2.10702, 0.00119271, 501
0.1984, 0.0131736, 0.831974, 0.116619, 2.18195, 6.61409e-05, 501
0.1984, 0.830215, 0.547746, 0.277704, 1.839, 0.0243218, 501
0.1984, 0.476816, 0.829814, 0.236991, 2.50263, -2.27464e-06, 501
0.1984, 0.316428, 0.314008, 0.0998735, 0.656645, 0.286716, 501
0.1984, 0.500403, 0.143193, 0.25155, 0.60966, 0.311013, 501
0.1984, 0.458234, 0.225017, 0.175934, 0.691057, 0.325183, 501
0.1984, 0.582908, 0.00484276, 0.358065, 0.715356, 0.181422, 501
0.1984, 0.833198, 0.0112439, 0.301643, 1.26677, 0.115864, 501
0.1984, 0.0038107, 0.833388, 0.115755, 2.1745, -2.64442e-06, 501
0.1984, 0.506718, 0.413229, 0.140736, 1.38682, 0.15999, 501
0.1984, 0.0188771, 0.820198, 0.113727, 2.15549, 0.000709234, 501
0.1984, 0.810975, 0.315979, 0.256786, 1.55603, 0.071475, 501
0.1984, 0.485624, 0.831223, 0.239377, 2.50188, -9.7399e-07, 501
0.84, 0.12514, 0.231567, 0.442644, 0.174138, 0.0423995, 100
0.1984, 0.831287, 0.0138175, 0.301648, 1.26563, 0.116048, 501
0.1984, 0.781987, 0.170046, 0.258197, 1.30718, 0.12151, 501
0.1984, 0.821127, 0.038626, 0.293535, 1.25324, 0.120707, 501
0.1984, 0.790011, 0.207163, 0.253541, 1.37373, 0.10879, 501
0.1984, 0.821651, 0.19387, 0.266618, 1.41246, 0.0956713, 501
0.1984, 0.820383, 0.352027, 0.259304, 1.61007, 0.0609217, 501
0.1984, 0.829837, 0.165628, 0.273223, 1.38915, 0.0975632, 501
0.1984, 0.676397, 0.0573819, 0.285777, 0.91338, 0.199595, 501
0.1984, 0.802672, 0.00324478, 0.30276, 1.19013, 0.131105, 501
0.1984, 0.831224, 0.204167, 0.269289, 1.43598, 0.0893381, 501
0.1984, 0.520452, 0.20691, 0.188089, 0.799651, 0.311111, 501
0.1984, 0.826835, 0.00691911, 0.302353, 1.2496, 0.11917, 501
0.1984, 0.828457, 0.0054616, 0.302834, 1.25162, 0.118517, 501
0.1984, 0.797722, 0.175289, 0.262072, 1.34296, 0.111777, 501
0.1984, 0.824092, 0.148962, 0.27224, 1.36031, 0.104215, 501
0.1984, 0.831657, 0.258753, 0.265548, 1.50174, 0.0777184, 501
0.1984, 0.480607, 0.31256, 0.137314, 1.01937, 0.262224, 501
0.1984, 0.637753, 0.127128, 0.244774, 0.910056, 0.229634, 501
0.1984, 0.484473, 0.463376, 0.137681, 1.55541, 0.119286, 501
0.1984, 0.83027, 0.166384, 0.273242, 1.39104, 0.0971957, 501
0.1984, 0.741077, 0.339146, 0.227319, 1.52299, 0.089827, 501
0.1984, 0.828416, 0.00959371, 0.301957, 1.25291, 0.118336, 501
0.1984, 0.669893, 0.266906, 0.206138, 1.27363, 0.156014, 501
0.1984, 0.810656, 0.00612984, 0.301928, 1.20803, 0.12746, 501
0.1984, 0.0016287, 0.832506, 0.114561, 2.1636, 4.13705e-05, 501
0.1984, 0.80917, 0.0163681, 0.299187, 1.21151, 0.127642, 501
0.1984, 0.658675, 0.402877, 0.196225, 1.56045, 0.0954854, 501
0.1984, 0.82836, 0.0849728, 0.285278, 1.30658, 0.111559, 501
0.1984, 0.574784, 0.502688, 0.175986, 1.73484, 0.0716333, 501
0.1984, 0.632905, 0.178435, 0.217578, 0.995446, 0.224541, 501
0.1984, 0.752251, 0.00686901, 0.303095, 1.07689, 0.155027, 501
0.1984, 0.653522, 0.361915, 0.192407, 1.47632, 0.116248, 501
