0.0357832, 0.825617, 0.295797, 1.26468, 5, 0.00119893, 601
0.809877, 0.799342, 0.31138, 2.07499, 5, 0.00271265, 601
0.00526348, 0.827961, 0.302847, 1.24952, 5, 0.000793651, 601
0.0556828, 0.790914, 0.287245, 1.2008, 5, 0.00709439, 601
0.826625, 0.831832, 0.320715, 2.01303, 5, 0.00013688, 601
0.0036422, 0.8324, 0.303544, 1.2609, 5, 0.000136264, 601
0.0437408, 0.019307, -0.374445, 1.22361, 5, 0.169001, 601
0.00993693, 0.411445, -0.499874, 0.606017, 5, 0.157951, 601
0.0154596, 0.828124, 0.300133, 1.25436, 5, 0.000782617, 601
0.819409, 0.00107553, 0.108909, 2.1109, 5, 0.0208805, 601
0.829508, 0.83315, 0.321468, 2.01117, 5, 1.67486e-05, 601
0.0115222, 0.83232, 0.301559, 1.2646, 5, 0.000149938, 601
0.0170781, 0.831584, 0.299909, 1.26511, 5, 0.000261591, 601
0.102447, 0.53963, 0.277371, 0.64201, 5, 0.0759858, 601
0.0254705, 0.814466, 0.297696, 1.23817, 5, 0.00292958, 601
0.832836, 0.830613, 0.321617, 2.01757, 5, 0.000243382, 601
0.007319, 0.824821, 0.302111, 1.24568, 5, 0.00126588, 601
0.825525, 0.829502, 0.320109, 2.01821, 5, 0.000345711, 601
0.828752, 0.829068, 0.320507, 2.02097, 5, 0.000380673, 601
0.00809547, 0.832671, 0.302323, 1.26337, 5, 9.74286e-05, 601
0.819415, 0.817332, 0.316793, 2.0411, 5, 0.00137716, 601
0.0055728, 0.831159, 0.30301, 1.25896, 5, 0.00031922, 601
0.00659253, 0.801837, 0.30167, 1.1872, 5, 0.00488457, 601
0.0162426, 0.823654, 0.300462, 1.24737, 5, 0.00146706, 601
0.819379, 0.662533, 0.283508, 2.30747, 5, 0.00551978, 601
