0.1984, -33.7558, 1.91505, 0.233979, 501
0.1984, -22.2365, 1.22257, 0.510974, 501
0.1984, -34.6456, 1.2256, 0.509761, 501
0.1984, -22.516, 1.25545, 0.497822, 501
0.1984, -10.1369, 0.416294, 0.833482, 501
0.1984, -42.7179, 1.00564, 0.597744, 501
0.9072, -53.0404, 0.169363, 0.932255, 58
0.1984, -74.4833, 1.02345, 0.59062, 501
0.1984, -28.6606, 1.74683, 0.301269, 501
0.1984, -26.6424, 1.45363, 0.418549, 501
0.1984, -28.5307, 1.74185, 0.30326, 501
0.1984, -30.6226, 1.79894, 0.280425, 501
0.1984, -35.4604, 0.753038, 0.698785, 501
0.8816, -14.0242, 0.153927, 0.938429, 74
0.1984, -80.7109, 1.02722, 0.589111, 501
0.1984, -86.8972, 0.538406, 0.784637, 501
0.1984, -54.1297, 0.774977, 0.690009, 501
0.8672, -13.8675, 0.151631, 0.939348, 83
0.8816, -13.6617, 0.155092, 0.937963, 74
0.1984, -48.8912, 0.927345, 0.629062, 501
0.1984, 89.8938, 1.22661, 0.509357, 501
0.1984, -33.518, 1.87906, 0.248375, 501
0.8784, -29.7794, 0.170124, 0.93195, 76
0.8768, -30.9807, 0.165066, 0.933973, 77
0.8944, -23.3201, 0.163043, 0.934783, 66
0.8848, -21.5973, 0.1448, 0.94208, 72
0.8896, -32.274, 0.165492, 0.933803, 69
0.896, -31.0164, 0.159617, 0.936153, 65
0.8944, -27.9056, 0.171957, 0.931217, 66
0.8784, -32.4832, 0.164631, 0.934148, 76
0.888, -34.1762, 0.150509, 0.939796, 70
0.8832, -43.6245, 0.153657, 0.938537, 73
0.8896, -25.2005, 0.148647, 0.940541, 69
0.9008, -25.5687, 0.167728, 0.932909, 62
0.9008, -32.2133, 0.160769, 0.935692, 62
0.9024, -31.1289, 0.157257, 0.937097, 61
0.904, -32.0956, 0.153849, 0.93846, 60
0.8848, -34.462, 0.174759, 0.930096, 72
